temporada_alta,dif_min,atraso_15,periodo_dia
0,0.0,0,tarde
0,3.0,0,
0,3.0,0,mañana
0,6.0,0,mañana
0,1.0,0,mañana
0,9.0,0,mañana
0,7.0,0,mañana
0,0.0,0,mañana
0,108.0,1,mañana
0,2.0,0,mañana
0,3.0,0,mañana
0,1.0,0,mañana
0,1.0,0,mañana
0,0.0,0,mañana
0,0.0,0,mañana
0,1.0,0,tarde
0,0.0,0,mañana
0,-1.0,0,tarde
0,4.0,0,mañana
0,12.0,0,tarde
0,3.0,0,mañana
0,1.0,0,mañana
0,4.0,0,mañana
0,10.0,0,mañana
0,2.0,0,mañana
0,18.0,1,mañana
0,6.0,0,
0,7.0,0,
0,12.0,0,mañana
0,8.0,0,mañana
0,0.0,0,mañana
0,9.0,0,mañana
0,10.0,0,mañana
0,1.0,0,
0,2.0,0,
0,2.0,0,mañana
0,3.0,0,mañana
0,10.0,0,mañana
0,1.0,0,mañana
0,4.0,0,mañana
0,0.0,0,
0,2.0,0,
0,7.0,0,mañana
0,2.0,0,mañana
0,1.0,0,mañana
0,3.0,0,mañana
0,0.0,0,mañana
0,0.0,0,
0,6.0,0,
0,13.0,0,mañana
0,14.0,0,mañana
0,5.0,0,
0,10.0,0,mañana
0,2.0,0,mañana
0,1.0,0,tarde
0,3.0,0,mañana
0,1.0,0,mañana
0,27.0,1,mañana
0,7.0,0,mañana
0,4.0,0,mañana
0,3.0,0,mañana
0,-3.0,0,mañana
0,25.0,1,tarde
0,4.0,0,mañana
0,5.0,0,mañana
0,59.0,1,mañana
0,13.0,0,tarde
0,8.0,0,mañana
0,3.0,0,mañana
0,1.0,0,tarde
0,3.0,0,tarde
0,11.0,0,tarde
0,-5.0,0,tarde
0,2.0,0,tarde
0,14.0,0,tarde
0,6.0,0,tarde
0,4.0,0,tarde
0,11.0,0,tarde
0,6.0,0,tarde
0,3.0,0,tarde
0,14.0,0,tarde
0,11.0,0,tarde
0,1.0,0,tarde
0,-2.0,0,tarde
0,1.0,0,tarde
0,-1.0,0,tarde
0,2.0,0,tarde
0,-1.0,0,tarde
0,15.0,0,tarde
0,13.0,0,tarde
0,1.0,0,tarde
0,8.0,0,tarde
0,8.0,0,tarde
0,1.0,0,tarde
0,7.0,0,tarde
0,8.0,0,tarde
0,10.0,0,tarde
0,21.0,1,tarde
0,11.0,0,tarde
0,6.0,0,noche
0,8.0,0,noche
0,-1.0,0,noche
0,5.0,0,noche
0,10.0,0,noche
0,1.0,0,noche
0,4.0,0,noche
0,3.0,0,noche
0,1.0,0,noche
0,11.0,0,noche
0,1.0,0,noche
0,2.0,0,noche
0,6.0,0,noche
0,0.0,0,noche
0,-4.0,0,noche
0,9.0,0,noche
0,11.0,0,mañana
0,9.0,0,mañana
0,3.0,0,mañana
0,-2.0,0,mañana
0,7.0,0,mañana
0,5.0,0,mañana
0,18.0,1,mañana
0,14.0,0,mañana
0,-1.0,0,mañana
0,2.0,0,mañana
0,7.0,0,mañana
0,1.0,0,mañana
0,0.0,0,mañana
0,9.0,0,mañana
0,0.0,0,mañana
0,1.0,0,mañana
0,13.0,0,mañana
0,0.0,0,mañana
0,8.0,0,mañana
0,15.0,0,mañana
0,12.0,0,mañana
0,27.0,1,mañana
0,8.0,0,mañana
0,28.0,1,mañana
0,30.0,1,mañana
0,9.0,0,mañana
0,-1.0,0,mañana
0,-3.0,0,mañana
0,4.0,0,mañana
0,0.0,0,mañana
0,3.0,0,mañana
0,-1.0,0,mañana
0,4.0,0,mañana
0,-1.0,0,mañana
0,-3.0,0,mañana
0,0.0,0,mañana
0,-2.0,0,mañana
0,0.0,0,mañana
0,9.0,0,mañana
0,10.0,0,mañana
0,1.0,0,mañana
0,54.0,1,mañana
0,6.0,0,mañana
0,10.0,0,mañana
0,-1.0,0,mañana
0,-3.0,0,mañana
0,-1.0,0,mañana
0,-3.0,0,mañana
0,5.0,0,mañana
0,29.0,1,mañana
0,9.0,0,mañana
0,3.0,0,mañana
0,3.0,0,mañana
0,1.0,0,mañana
0,10.0,0,mañana
0,-5.0,0,mañana
0,-1.0,0,tarde
0,4.0,0,tarde
0,1.0,0,tarde
0,-5.0,0,tarde
0,-1.0,0,tarde
0,15.0,0,tarde
0,0.0,0,tarde
0,15.0,0,tarde
0,-1.0,0,mañana
0,-4.0,0,tarde
0,2.0,0,tarde
0,-4.0,0,tarde
0,-2.0,0,tarde
0,0.0,0,tarde
0,-4.0,0,tarde
0,0.0,0,tarde
0,1.0,0,tarde
0,-2.0,0,mañana
0,-3.0,0,tarde
0,0.0,0,tarde
0,0.0,0,tarde
0,-1.0,0,tarde
0,0.0,0,tarde
0,8.0,0,tarde
0,11.0,0,tarde
0,-5.0,0,tarde
0,0.0,0,tarde
0,5.0,0,tarde
0,-4.0,0,tarde
0,0.0,0,tarde
0,-1.0,0,tarde
0,2.0,0,tarde
0,5.0,0,tarde
0,-2.0,0,tarde
0,13.0,0,tarde
0,6.0,0,tarde
0,4.0,0,tarde
0,15.0,0,tarde
0,4.0,0,tarde
0,2.0,0,noche
0,-1.0,0,tarde
0,3.0,0,tarde
0,0.0,0,tarde
0,4.0,0,tarde
0,5.0,0,tarde
0,-4.0,0,tarde
0,29.0,1,tarde
0,7.0,0,tarde
0,9.0,0,tarde
0,10.0,0,tarde
0,11.0,0,tarde
0,9.0,0,tarde
0,1.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,-1.0,0,noche
0,-3.0,0,noche
0,0.0,0,noche
0,2.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,3.0,0,noche
0,2.0,0,noche
0,5.0,0,noche
0,-1.0,0,noche
0,1.0,0,noche
0,10.0,0,noche
0,4.0,0,noche
0,3.0,0,noche
0,6.0,0,noche
0,1.0,0,noche
0,2.0,0,mañana
0,17.0,1,mañana
0,3.0,0,mañana
0,3.0,0,tarde
0,7.0,0,tarde
0,1.0,0,tarde
0,24.0,1,tarde
0,7.0,0,tarde
0,1.0,0,tarde
0,0.0,0,tarde
0,3.0,0,tarde
0,-1.0,0,tarde
0,4.0,0,tarde
0,-2.0,0,tarde
0,-1.0,0,tarde
0,0.0,0,tarde
0,6.0,0,tarde
0,6.0,0,tarde
0,0.0,0,
0,-2.0,0,tarde
0,-2.0,0,tarde
0,-2.0,0,
0,0.0,0,tarde
0,12.0,0,tarde
0,7.0,0,
0,6.0,0,tarde
0,18.0,1,tarde
0,14.0,0,tarde
0,3.0,0,tarde
0,-1.0,0,noche
0,1.0,0,tarde
0,4.0,0,tarde
0,12.0,0,tarde
0,0.0,0,tarde
0,0.0,0,tarde
0,1.0,0,noche
0,4.0,0,tarde
0,17.0,1,
0,11.0,0,tarde
0,0.0,0,tarde
0,3.0,0,tarde
0,6.0,0,noche
0,9.0,0,tarde
0,4.0,0,noche
0,1.0,0,tarde
0,0.0,0,tarde
0,0.0,0,tarde
0,0.0,0,noche
0,2.0,0,tarde
0,8.0,0,
0,-2.0,0,tarde
0,-4.0,0,tarde
0,11.0,0,noche
0,38.0,1,noche
0,1.0,0,tarde
0,-1.0,0,noche
0,13.0,0,noche
0,7.0,0,noche
0,6.0,0,noche
0,0.0,0,tarde
0,29.0,1,noche
0,-5.0,0,noche
0,-1.0,0,tarde
0,5.0,0,noche
0,6.0,0,noche
0,6.0,0,noche
0,1.0,0,noche
0,-6.0,0,tarde
0,1.0,0,noche
0,107.0,1,noche
0,13.0,0,noche
0,24.0,1,noche
0,-3.0,0,noche
0,2.0,0,noche
0,9.0,0,noche
0,0.0,0,noche
0,10.0,0,noche
0,2.0,0,noche
0,13.0,0,noche
0,-5.0,0,tarde
0,-4.0,0,tarde
0,6.0,0,tarde
0,9.0,0,tarde
0,-3.0,0,tarde
0,-1.0,0,tarde
0,-1.0,0,tarde
0,1.0,0,tarde
0,9.0,0,tarde
0,9.0,0,mañana
0,-2.0,0,mañana
0,0.0,0,tarde
0,5.0,0,mañana
0,-4.0,0,mañana
0,6.0,0,mañana
0,-4.0,0,tarde
0,-3.0,0,mañana
0,5.0,0,mañana
0,1.0,0,mañana
0,1.0,0,tarde
0,8.0,0,mañana
0,2.0,0,mañana
0,0.0,0,tarde
0,4.0,0,mañana
0,4.0,0,tarde
0,1.0,0,tarde
0,2.0,0,mañana
0,11.0,0,mañana
0,4.0,0,tarde
0,1.0,0,mañana
0,0.0,0,mañana
0,-1.0,0,tarde
0,15.0,0,mañana
0,9.0,0,mañana
0,14.0,0,tarde
0,-1.0,0,tarde
0,-3.0,0,noche
0,14.0,0,noche
0,-5.0,0,noche
0,2.0,0,noche
0,4.0,0,noche
0,10.0,0,noche
0,-1.0,0,noche
0,2.0,0,noche
0,-4.0,0,noche
0,6.0,0,noche
0,2.0,0,noche
0,-3.0,0,noche
0,1.0,0,noche
0,6.0,0,noche
0,-1.0,0,noche
0,0.0,0,noche
0,7.0,0,noche
0,-1.0,0,noche
0,-4.0,0,noche
0,-2.0,0,noche
0,0.0,0,noche
0,-5.0,0,noche
0,-4.0,0,mañana
0,-3.0,0,mañana
0,1.0,0,tarde
0,7.0,0,
0,3.0,0,tarde
0,3.0,0,mañana
0,-1.0,0,tarde
0,0.0,0,mañana
0,3.0,0,tarde
0,3.0,0,tarde
0,3.0,0,
0,3.0,0,tarde
0,6.0,0,mañana
0,5.0,0,mañana
0,4.0,0,tarde
0,-2.0,0,tarde
0,3.0,0,
0,-1.0,0,tarde
0,10.0,0,mañana
0,-3.0,0,mañana
0,-1.0,0,mañana
0,-2.0,0,tarde
0,4.0,0,tarde
0,16.0,1,
0,-3.0,0,tarde
0,7.0,0,mañana
0,5.0,0,mañana
0,2.0,0,mañana
0,2.0,0,tarde
0,-1.0,0,mañana
0,5.0,0,mañana
0,-1.0,0,mañana
0,-9.0,0,mañana
0,-4.0,0,mañana
0,4.0,0,mañana
0,-1.0,0,mañana
0,1.0,0,mañana
0,-1.0,0,mañana
0,-1.0,0,mañana
0,-2.0,0,mañana
0,-3.0,0,mañana
0,2.0,0,mañana
0,0.0,0,mañana
0,1.0,0,mañana
0,4.0,0,mañana
0,4.0,0,mañana
0,0.0,0,mañana
0,10.0,0,mañana
0,0.0,0,mañana
0,2.0,0,mañana
0,4.0,0,mañana
0,1.0,0,mañana
0,-1.0,0,mañana
0,-3.0,0,mañana
0,-3.0,0,mañana
0,1.0,0,tarde
0,20.0,1,mañana
0,0.0,0,tarde
0,6.0,0,mañana
0,0.0,0,tarde
0,3.0,0,tarde
0,0.0,0,mañana
0,0.0,0,tarde
0,-2.0,0,mañana
0,-1.0,0,tarde
0,-1.0,0,mañana
0,5.0,0,tarde
0,-1.0,0,mañana
0,2.0,0,tarde
0,2.0,0,tarde
0,-1.0,0,tarde
0,8.0,0,tarde
0,-1.0,0,tarde
0,1.0,0,tarde
0,-5.0,0,tarde
0,7.0,0,tarde
0,3.0,0,tarde
0,-1.0,0,tarde
0,-1.0,0,tarde
0,4.0,0,tarde
0,8.0,0,tarde
0,-1.0,0,tarde
0,5.0,0,tarde
0,0.0,0,tarde
0,2.0,0,tarde
0,7.0,0,tarde
0,-1.0,0,tarde
0,-13.0,0,tarde
0,5.0,0,tarde
0,-1.0,0,tarde
0,3.0,0,tarde
0,12.0,0,tarde
0,2.0,0,tarde
0,7.0,0,tarde
0,0.0,0,tarde
0,-1.0,0,tarde
0,-1.0,0,tarde
0,9.0,0,tarde
0,-6.0,0,tarde
0,-3.0,0,tarde
0,2.0,0,noche
0,1.0,0,noche
0,-1.0,0,noche
0,-1.0,0,noche
0,9.0,0,noche
0,12.0,0,noche
0,5.0,0,noche
0,5.0,0,noche
0,1.0,0,noche
0,2.0,0,noche
0,7.0,0,noche
0,0.0,0,noche
0,2.0,0,noche
0,-3.0,0,noche
0,1.0,0,noche
0,2.0,0,noche
0,4.0,0,noche
0,2.0,0,noche
0,-6.0,0,noche
0,-5.0,0,noche
0,3.0,0,noche
0,6.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,-1.0,0,noche
0,-4.0,0,noche
0,-1.0,0,noche
0,1.0,0,noche
0,-4.0,0,tarde
0,4.0,0,tarde
0,1.0,0,mañana
0,1.0,0,noche
0,5.0,0,noche
0,1.0,0,noche
0,-2.0,0,noche
0,0.0,0,noche
0,-2.0,0,noche
0,0.0,0,noche
0,-1.0,0,noche
0,4.0,0,noche
0,11.0,0,noche
0,5.0,0,noche
0,5.0,0,noche
0,9.0,0,noche
0,7.0,0,noche
0,3.0,0,noche
0,0.0,0,noche
0,5.0,0,noche
0,0.0,0,noche
0,-5.0,0,noche
0,-1.0,0,noche
0,2.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,2.0,0,noche
0,-3.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,9.0,0,noche
0,11.0,0,mañana
0,2.0,0,noche
0,0.0,0,
0,0.0,0,mañana
0,-1.0,0,noche
0,4.0,0,
0,0.0,0,mañana
0,0.0,0,noche
0,9.0,0,
0,2.0,0,mañana
0,2.0,0,noche
0,0.0,0,
0,-5.0,0,tarde
0,4.0,0,tarde
0,-4.0,0,mañana
0,-5.0,0,tarde
0,4.0,0,tarde
0,1.0,0,mañana
0,-3.0,0,tarde
0,1.0,0,tarde
0,2.0,0,mañana
0,24.0,1,tarde
0,1.0,0,mañana
0,3.0,0,tarde
0,6.0,0,mañana
0,1.0,0,mañana
0,10.0,0,mañana
0,13.0,0,mañana
0,13.0,0,mañana
0,6.0,0,noche
0,2.0,0,noche
0,-2.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,12.0,0,noche
0,-1.0,0,noche
0,1.0,0,tarde
0,7.0,0,mañana
0,2.0,0,mañana
0,-1.0,0,mañana
0,0.0,0,mañana
0,-6.0,0,mañana
0,14.0,0,mañana
0,3.0,0,mañana
0,3.0,0,mañana
0,9.0,0,mañana
0,11.0,0,mañana
0,-2.0,0,mañana
0,26.0,1,mañana
0,18.0,1,mañana
0,-1.0,0,mañana
0,1.0,0,mañana
0,74.0,1,mañana
0,18.0,1,mañana
0,3.0,0,mañana
0,13.0,0,mañana
0,12.0,0,mañana
0,64.0,1,mañana
0,13.0,0,mañana
0,23.0,1,mañana
0,12.0,0,mañana
0,3.0,0,mañana
0,-5.0,0,mañana
0,1.0,0,mañana
0,3.0,0,mañana
0,5.0,0,mañana
0,12.0,0,mañana
0,4.0,0,tarde
0,11.0,0,tarde
0,-2.0,0,tarde
0,2.0,0,tarde
0,2.0,0,tarde
0,-6.0,0,tarde
0,15.0,0,tarde
0,7.0,0,tarde
0,6.0,0,tarde
0,50.0,1,tarde
0,34.0,1,tarde
0,5.0,0,tarde
0,6.0,0,tarde
0,34.0,1,tarde
0,-2.0,0,tarde
0,19.0,1,tarde
0,9.0,0,tarde
0,3.0,0,tarde
0,13.0,0,tarde
0,-1.0,0,tarde
0,5.0,0,tarde
0,-1.0,0,tarde
0,9.0,0,tarde
0,0.0,0,tarde
0,16.0,1,tarde
0,0.0,0,tarde
0,9.0,0,tarde
0,-1.0,0,tarde
0,9.0,0,tarde
0,12.0,0,tarde
0,-1.0,0,mañana
0,16.0,1,mañana
0,8.0,0,mañana
0,13.0,0,mañana
0,-2.0,0,mañana
0,1.0,0,mañana
0,8.0,0,mañana
0,18.0,1,mañana
0,20.0,1,mañana
0,12.0,0,mañana
0,0.0,0,mañana
0,-1.0,0,mañana
0,2.0,0,mañana
0,8.0,0,mañana
0,6.0,0,mañana
0,3.0,0,mañana
0,6.0,0,mañana
0,17.0,1,mañana
0,15.0,0,mañana
0,113.0,1,mañana
0,0.0,0,mañana
0,14.0,0,mañana
0,25.0,1,mañana
0,12.0,0,mañana
0,2.0,0,mañana
0,4.0,0,mañana
0,3.0,0,mañana
0,5.0,0,mañana
0,6.0,0,mañana
0,12.0,0,mañana
0,8.0,0,mañana
0,8.0,0,tarde
0,10.0,0,tarde
0,12.0,0,tarde
0,9.0,0,tarde
0,6.0,0,tarde
0,2.0,0,tarde
0,6.0,0,tarde
0,3.0,0,tarde
0,2.0,0,tarde
0,15.0,0,tarde
0,8.0,0,tarde
0,-1.0,0,tarde
0,8.0,0,tarde
0,-6.0,0,tarde
0,3.0,0,tarde
0,-1.0,0,tarde
0,22.0,1,tarde
0,2.0,0,tarde
0,3.0,0,tarde
0,5.0,0,tarde
0,-2.0,0,tarde
0,5.0,0,tarde
0,-1.0,0,tarde
0,2.0,0,tarde
0,0.0,0,tarde
0,0.0,0,tarde
0,-4.0,0,tarde
0,-1.0,0,tarde
0,-2.0,0,tarde
0,3.0,0,mañana
0,12.0,0,mañana
0,17.0,1,mañana
0,2.0,0,mañana
0,-5.0,0,mañana
0,6.0,0,mañana
0,8.0,0,mañana
0,-3.0,0,mañana
0,2.0,0,mañana
0,-1.0,0,mañana
0,6.0,0,mañana
0,2.0,0,mañana
0,0.0,0,mañana
0,12.0,0,mañana
0,1.0,0,mañana
0,12.0,0,mañana
0,18.0,1,mañana
0,5.0,0,mañana
0,5.0,0,mañana
0,24.0,1,mañana
0,-1.0,0,mañana
0,0.0,0,mañana
0,5.0,0,mañana
0,4.0,0,mañana
0,0.0,0,mañana
0,4.0,0,mañana
0,7.0,0,mañana
0,9.0,0,mañana
0,10.0,0,mañana
0,20.0,1,tarde
0,16.0,1,tarde
0,23.0,1,tarde
0,1.0,0,tarde
0,6.0,0,tarde
0,3.0,0,tarde
0,10.0,0,tarde
0,13.0,0,tarde
0,9.0,0,tarde
0,17.0,1,tarde
0,3.0,0,tarde
0,2.0,0,tarde
0,2.0,0,tarde
0,8.0,0,tarde
0,8.0,0,tarde
0,0.0,0,tarde
0,-6.0,0,tarde
0,1.0,0,tarde
0,26.0,1,tarde
0,-7.0,0,tarde
0,1.0,0,tarde
0,-5.0,0,tarde
0,2.0,0,tarde
0,-6.0,0,tarde
0,11.0,0,tarde
0,-6.0,0,tarde
0,-5.0,0,tarde
0,-10.0,0,tarde
0,-7.0,0,tarde
0,2.0,0,tarde
0,5.0,0,tarde
0,-7.0,0,tarde
0,-2.0,0,tarde
0,0.0,0,tarde
0,-3.0,0,tarde
0,0.0,0,tarde
0,9.0,0,tarde
0,1.0,0,tarde
0,10.0,0,tarde
0,0.0,0,tarde
0,2.0,0,tarde
0,2.0,0,tarde
0,8.0,0,tarde
0,11.0,0,tarde
0,9.0,0,mañana
0,3.0,0,mañana
0,22.0,1,mañana
0,20.0,1,mañana
0,0.0,0,mañana
0,-2.0,0,mañana
0,15.0,0,mañana
0,10.0,0,mañana
0,5.0,0,mañana
0,19.0,1,mañana
0,19.0,1,mañana
0,33.0,1,mañana
0,2.0,0,mañana
0,-1.0,0,mañana
0,16.0,1,mañana
0,5.0,0,tarde
0,26.0,1,tarde
0,5.0,0,tarde
0,22.0,1,tarde
0,11.0,0,tarde
0,23.0,1,tarde
0,10.0,0,tarde
0,38.0,1,tarde
0,0.0,0,tarde
0,5.0,0,tarde
0,9.0,0,tarde
0,42.0,1,tarde
0,1.0,0,tarde
0,18.0,1,tarde
0,-1.0,0,tarde
0,9.0,0,tarde
0,3.0,0,tarde
0,3.0,0,tarde
0,2.0,0,tarde
0,2.0,0,tarde
0,5.0,0,tarde
0,10.0,0,tarde
0,0.0,0,tarde
0,8.0,0,tarde
0,13.0,0,tarde
0,18.0,1,tarde
0,5.0,0,tarde
0,0.0,0,tarde
0,3.0,0,tarde
0,15.0,0,mañana
0,17.0,1,mañana
0,14.0,0,mañana
0,37.0,1,mañana
0,18.0,1,mañana
0,8.0,0,mañana
0,23.0,1,mañana
0,44.0,1,mañana
0,13.0,0,mañana
0,2.0,0,mañana
0,5.0,0,mañana
0,10.0,0,mañana
0,14.0,0,mañana
0,8.0,0,mañana
0,19.0,1,mañana
0,23.0,1,mañana
0,7.0,0,mañana
0,16.0,1,mañana
0,13.0,0,mañana
0,-4.0,0,mañana
0,21.0,1,mañana
0,18.0,1,mañana
0,0.0,0,mañana
0,5.0,0,mañana
0,14.0,0,mañana
0,17.0,1,mañana
0,10.0,0,mañana
0,16.0,1,mañana
0,12.0,0,mañana
0,-2.0,0,mañana
0,81.0,1,mañana
0,13.0,0,mañana
0,22.0,1,mañana
0,10.0,0,mañana
0,11.0,0,mañana
0,14.0,0,mañana
0,15.0,0,mañana
0,6.0,0,mañana
0,18.0,1,mañana
0,8.0,0,mañana
0,4.0,0,mañana
0,-3.0,0,mañana
0,0.0,0,mañana
0,-1.0,0,mañana
0,6.0,0,mañana
0,9.0,0,mañana
0,2.0,0,mañana
0,-1.0,0,mañana
0,10.0,0,mañana
0,9.0,0,mañana
0,6.0,0,mañana
0,13.0,0,mañana
0,11.0,0,mañana
0,18.0,1,mañana
0,13.0,0,mañana
0,1.0,0,mañana
0,6.0,0,mañana
0,13.0,0,mañana
0,-2.0,0,noche
0,-1.0,0,noche
0,-5.0,0,noche
0,-1.0,0,noche
0,7.0,0,noche
0,6.0,0,noche
0,2.0,0,noche
0,-1.0,0,noche
0,-5.0,0,noche
0,9.0,0,noche
0,9.0,0,noche
0,1.0,0,noche
0,6.0,0,noche
0,0.0,0,noche
0,2.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,-7.0,0,noche
0,2.0,0,noche
0,-3.0,0,noche
0,1.0,0,noche
0,-2.0,0,noche
0,0.0,0,noche
0,-6.0,0,noche
0,-6.0,0,noche
0,-1.0,0,noche
0,-3.0,0,noche
0,-4.0,0,noche
0,5.0,0,noche
0,14.0,0,noche
0,15.0,0,noche
0,-2.0,0,noche
0,26.0,1,noche
0,28.0,1,noche
0,6.0,0,noche
0,8.0,0,noche
0,5.0,0,noche
0,4.0,0,noche
0,13.0,0,noche
0,16.0,1,noche
0,13.0,0,noche
0,5.0,0,noche
0,6.0,0,noche
0,0.0,0,noche
0,3.0,0,noche
0,15.0,0,noche
0,0.0,0,tarde
0,1.0,0,tarde
0,11.0,0,tarde
0,6.0,0,tarde
0,14.0,0,tarde
0,9.0,0,tarde
0,0.0,0,tarde
0,12.0,0,tarde
0,24.0,1,tarde
0,6.0,0,tarde
0,-4.0,0,tarde
0,4.0,0,tarde
0,1.0,0,tarde
0,16.0,1,tarde
0,0.0,0,tarde
0,12.0,0,tarde
0,3.0,0,tarde
0,5.0,0,tarde
0,10.0,0,tarde
0,10.0,0,tarde
0,0.0,0,tarde
0,4.0,0,tarde
0,2.0,0,tarde
0,13.0,0,tarde
0,5.0,0,tarde
0,18.0,1,mañana
0,27.0,1,mañana
0,13.0,0,mañana
0,27.0,1,mañana
0,17.0,1,mañana
0,15.0,0,mañana
0,28.0,1,mañana
0,16.0,1,mañana
0,24.0,1,mañana
0,14.0,0,mañana
0,11.0,0,mañana
0,2.0,0,mañana
0,0.0,0,mañana
0,9.0,0,mañana
0,0.0,0,mañana
0,21.0,1,mañana
0,15.0,0,mañana
0,0.0,0,mañana
0,4.0,0,mañana
0,24.0,1,mañana
0,21.0,1,mañana
0,30.0,1,mañana
0,9.0,0,mañana
0,95.0,1,mañana
0,6.0,0,mañana
0,1.0,0,mañana
0,5.0,0,mañana
0,31.0,1,mañana
0,15.0,0,mañana
0,5.0,0,noche
0,2.0,0,noche
0,-5.0,0,noche
0,32.0,1,noche
0,13.0,0,noche
0,-5.0,0,noche
0,2.0,0,noche
0,-1.0,0,noche
0,4.0,0,noche
0,74.0,1,noche
0,122.0,1,noche
0,16.0,1,noche
0,1.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,-1.0,0,noche
0,-2.0,0,noche
0,2.0,0,noche
0,43.0,1,noche
0,35.0,1,noche
0,10.0,0,noche
0,81.0,1,noche
0,4.0,0,noche
0,0.0,0,noche
0,4.0,0,noche
0,-3.0,0,noche
0,18.0,1,noche
0,-1.0,0,noche
0,11.0,0,noche
0,0.0,0,noche
0,2.0,0,noche
0,14.0,0,noche
0,0.0,0,noche
0,15.0,0,noche
0,46.0,1,noche
0,-1.0,0,noche
0,11.0,0,noche
0,10.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,-1.0,0,noche
0,19.0,1,noche
0,45.0,1,noche
0,2.0,0,noche
0,110.0,1,noche
0,3.0,0,noche
0,9.0,0,noche
0,6.0,0,noche
0,11.0,0,noche
0,0.0,0,noche
0,2.0,0,noche
0,4.0,0,noche
0,2.0,0,noche
0,1.0,0,noche
0,-3.0,0,noche
0,16.0,1,noche
0,10.0,0,noche
0,103.0,1,noche
0,8.0,0,noche
0,4.0,0,noche
0,18.0,1,noche
0,10.0,0,noche
0,-1.0,0,noche
0,-6.0,0,noche
0,-3.0,0,noche
0,-4.0,0,noche
0,2.0,0,noche
0,7.0,0,noche
0,-1.0,0,noche
0,-3.0,0,noche
0,1.0,0,noche
0,-3.0,0,noche
0,-8.0,0,noche
0,146.0,1,noche
0,3.0,0,noche
0,17.0,1,noche
0,-2.0,0,noche
0,2.0,0,noche
0,14.0,0,noche
0,-4.0,0,noche
0,1.0,0,noche
0,6.0,0,noche
0,9.0,0,noche
0,97.0,1,noche
0,8.0,0,noche
0,-5.0,0,noche
0,9.0,0,noche
0,18.0,1,noche
0,18.0,1,noche
0,3.0,0,noche
0,3.0,0,noche
0,14.0,0,noche
0,10.0,0,noche
0,0.0,0,noche
0,0.0,0,noche
0,6.0,0,noche
0,3.0,0,noche
0,-2.0,0,noche
0,0.0,0,noche
0,9.0,0,noche
0,42.0,1,noche
0,9.0,0,noche
0,5.0,0,noche
0,4.0,0,noche
0,9.0,0,noche
0,8.0,0,noche
0,2.0,0,noche
0,12.0,0,noche
0,13.0,0,noche
0,7.0,0,noche
0,-6.0,0,mañana
0,-6.0,0,mañana
0,-5.0,0,mañana
0,2.0,0,mañana
0,0.0,0,mañana
0,-1.0,0,mañana
0,12.0,0,mañana
0,4.0,0,mañana
0,0.0,0,noche
0,0.0,0,noche
0,4.0,0,noche
0,8.0,0,noche
0,15.0,0,noche
0,4.0,0,noche
0,1.0,0,noche
0,22.0,1,noche
0,5.0,0,noche
0,3.0,0,noche
0,-1.0,0,noche
0,5.0,0,noche
0,-5.0,0,noche
0,-2.0,0,noche
0,-5.0,0,noche
0,104.0,1,noche
0,-2.0,0,noche
0,5.0,0,noche
0,-8.0,0,noche
0,1.0,0,noche
0,5.0,0,noche
0,81.0,1,noche
0,-2.0,0,noche
0,3.0,0,noche
0,-4.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,-4.0,0,noche
0,1.0,0,noche
0,0.0,0,noche
0,46.0,1,noche
0,-1.0,0,noche
0,27.0,1,noche
0,3.0,0,noche
0,36.0,1,noche
0,-5.0,0,mañana
0,9.0,0,mañana
0,4.0,0,mañana
0,-1.0,0,mañana
0,-3.0,0,mañana
0,4.0,0,mañana
0,6.0,0,mañana
0,5.0,0,mañana
0,7.0,0,mañana
0,0.0,0,mañana
0,1.0,0,mañana
0,30.0,1,mañana
0,2.0,0,mañana
0,27.0,1,tarde
0,10.0,0,tarde
0,9.0,0,tarde
0,6.0,0,tarde
0,0.0,0,tarde
0,35.0,1,tarde
0,63.0,1,tarde
0,3.0,0,tarde
0,2.0,0,tarde
0,-6.0,0,tarde
0,11.0,0,tarde
0,26.0,1,tarde
0,63.0,1,tarde
0,10.0,0,tarde
0,10.0,0,tarde
0,-8.0,0,tarde
0,1.0,0,tarde
0,10.0,0,mañana
0,15.0,0,mañana
0,-3.0,0,mañana
0,0.0,0,mañana
0,5.0,0,mañana
0,27.0,1,mañana
0,55.0,1,mañana
0,12.0,0,mañana
0,10.0,0,mañana
0,17.0,1,mañana
0,-4.0,0,mañana
0,9.0,0,mañana
0,-4.0,0,mañana
0,34.0,1,mañana
0,-11.0,0,mañana
0,-5.0,0,mañana
0,8.0,0,mañana
0,2.0,0,mañana
0,-3.0,0,mañana
0,2.0,0,mañana
0,0.0,0,mañana
0,11.0,0,mañana
